word;Economy;Sport;Hospitals;General statistics;Restrictions;Vaccine research;Mental health;Schools;Global politics;General politics;Global statistics;Vaccine politics
dumps;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
estranged;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
flirt;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
glut;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
grievance;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
heartless;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
hooligan;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
immaterial;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
lapses;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
mortifying;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
paucity;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
quash;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
refuting;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
shamefully;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
skimpy;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
slanderous;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
undersized;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
woefully;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
graceful;1;1;1;1;1;1;1;1;1;1;1;1
gratefully;1;1;1;1;1;1;1;1;1;1;1;1
lawfully;1;1;1;1;1;1;1;1;1;1;1;1
nurturing;1;1;1;1;1;1;1;1;1;1;1;1
readable;1;1;1;1;1;1;1;1;1;1;1;1
stylized;1;1;1;1;1;1;1;1;1;1;1;1
astray;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
beset;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
carp;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
coarse;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
corrupted;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
damning;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
denigrate;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
disapprove;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
disconsolate;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
extort;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
flees;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
foe;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
gauche;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
grate;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
grumble;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
heinous;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
imperfections;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
impropriety;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
irreconcilable;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
mashed;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
miseries;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
misgivings;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
pompous;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
scold;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
selfishly;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
unclean;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
unforgiving;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
unrelenting;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
unresponsive;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
wrestle;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
auspicious;1;1;1;1;1;1;1;1;1;1;1;1
benefactor;1;1;1;1;1;1;1;1;1;1;1;1
endorses;1;1;1;1;1;1;1;1;1;1;1;1
exaltation;1;1;1;1;1;1;1;1;1;1;1;1
exhilarating;1;1;1;1;1;1;1;1;1;1;1;1
admonition;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
argumentative;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
backwardness;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
blah;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
blasted;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
buckle;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
calamities;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
creaks;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
disappoints;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
displace;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
drawback;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
indistinguishable;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
inhumanity;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
insinuate;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
jagged;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
messes;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
oddity;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
overbearing;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
ravage;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
ruthlessness;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
scariest;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
scolding;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
shockingly;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
snub;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
stink;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
tarnish;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
unacceptably;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
beautify;1;1;1;1;1;1;1;1;1;1;1;1
ecstatic;1;1;1;1;1;1;1;1;1;1;1;1
expeditiously;1;1;1;1;1;1;1;1;1;1;1;1
joyous;1;1;1;1;1;1;1;1;1;1;1;1
luster;1;1;1;1;1;1;1;1;1;1;1;1
painlessly;1;1;1;1;1;1;1;1;1;1;1;1
rejuvenated;1;1;1;1;1;1;1;1;1;1;1;1
rightful;1;1;1;1;1;1;1;1;1;1;1;1
blunders;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
contaminates;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
crooks;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
depress;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
disconsolately;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
downfall;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
floundering;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
harasses;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
imminently;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
lier;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
misunderstand;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
polarisation;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
precipitous;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
strife;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
tantrum;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
tenuous;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
ultimatums;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
whips;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
excels;1;1;1;1;1;1;1;1;1;1;1;1
posh;1;1;1;1;1;1;1;1;1;1;1;1
reverence;1;1;1;1;1;1;1;1;1;1;1;1
thrift;1;1;1;1;1;1;1;1;1;1;1;1
allege;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
baffling;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
contravene;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
despotic;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
disprove;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
disquiet;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
disunity;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
imperfection;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
inexcusable;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
malevolent;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
maniacal;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
manipulators;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
martyrdom;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
needlessly;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
picky;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
polluters;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
rollercoaster;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
shatter;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
smug;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
stale;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
stupidly;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
undetermined;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
untrustworthy;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
amuse;1;1;1;1;1;1;1;1;1;1;1;1
cheery;1;1;1;1;1;1;1;1;1;1;1;1
divinely;1;1;1;1;1;1;1;1;1;1;1;1
flutter;1;1;1;1;1;1;1;1;1;1;1;1
industrious;1;1;1;1;1;1;1;1;1;1;1;1
sparkle;1;1;1;1;1;1;1;1;1;1;1;1
sweetheart;1;1;1;1;1;1;1;1;1;1;1;1
upscale;1;1;1;1;1;1;1;1;1;1;1;1
wholesome;1;1;1;1;1;1;1;1;1;1;1;1
besiege;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
bewildering;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
choke;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
decadence;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
disavow;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
disloyalty;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
displeased;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
dissonance;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
effigy;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
egregious;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
envious;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
figurehead;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
flimsy;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
heck;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
imprecision;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
indecisive;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
inhospitable;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
irrelevance;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
listless;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
negation;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
nightmarish;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
toughness;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
unqualified;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
bullish;1;1;1;1;1;1;1;1;1;1;1;1
doubtless;1;1;1;1;1;1;1;1;1;1;1;1
gainful;1;1;1;1;1;1;1;1;1;1;1;1
heartily;1;1;1;1;1;1;1;1;1;1;1;1
judicious;1;1;1;1;1;1;1;1;1;1;1;1
rightfully;1;1;1;1;1;1;1;1;1;1;1;1
smartly;1;1;1;1;1;1;1;1;1;1;1;1
banish;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
bashing;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
battering;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
bloated;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
cautionary;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
chore;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
damper;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
demonize;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
desolately;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
diatribe;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
disrespecting;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
dogged;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
emaciated;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
encroach;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
expropriation;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
faltered;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
flickering;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
fruitless;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
frustrates;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
growl;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
inclement;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
ineptitude;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
insensitivity;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
misjudgment;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
objectionable;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
obscures;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
outcast;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
overblown;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
panicky;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
perversion;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
regressive;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
rumbling;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
scandalously;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
starkly;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
thankless;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
thug;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
vibrates;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
astounding;1;1;1;1;1;1;1;1;1;1;1;1
cleanest;1;1;1;1;1;1;1;1;1;1;1;1
eagerness;1;1;1;1;1;1;1;1;1;1;1;1
enlighten;1;1;1;1;1;1;1;1;1;1;1;1
exuberance;1;1;1;1;1;1;1;1;1;1;1;1
gallant;1;1;1;1;1;1;1;1;1;1;1;1
pinnacle;1;1;1;1;1;1;1;1;1;1;1;1
revives;1;1;1;1;1;1;1;1;1;1;1;1
stately;1;1;1;1;1;1;1;1;1;1;1;1
truthfully;1;1;1;1;1;1;1;1;1;1;1;1
valor;1;1;1;1;1;1;1;1;1;1;1;1
antithetical;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
belittled;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
bumped;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
calamitous;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
callous;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
confrontational;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
dearth;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
demonized;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
denunciations;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
diatribes;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
disconcerted;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
distrustful;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
dope;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
fallacious;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
foreboding;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
gnawing;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
inferiority;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
inoperable;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
manic;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
morbidly;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
muddle;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
outlaw;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
pique;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
raving;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
revolting;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
snag;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
uglier;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
unlawfully;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
unwarranted;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
vengeance;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
gush;1;1;1;1;1;1;1;1;1;1;1;1
impresses;1;1;1;1;1;1;1;1;1;1;1;1
magnificence;1;1;1;1;1;1;1;1;1;1;1;1
soundly;1;1;1;1;1;1;1;1;1;1;1;1
sturdy;1;1;1;1;1;1;1;1;1;1;1;1
thrills;1;1;1;1;1;1;1;1;1;1;1;1
anemic;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
bleeds;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
condescending;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
confounding;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
conspicuously;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
discontented;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
fallacy;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
fanatical;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
farcical;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
fearfully;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
flair;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
fundamentalism;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
hedonistic;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
inconsiderate;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
inept;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
miscalculation;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
moan;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
overheat;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
pandemonium;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
repulsive;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
snobbish;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
stump;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
stunted;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
sunken;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
transgress;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
trashed;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
whine;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
wobble;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
contentment;1;1;1;1;1;1;1;1;1;1;1;1
enticing;1;1;1;1;1;1;1;1;1;1;1;1
fantastically;1;1;1;1;1;1;1;1;1;1;1;1
fluent;1;1;1;1;1;1;1;1;1;1;1;1
marveled;1;1;1;1;1;1;1;1;1;1;1;1
triumphantly;1;1;1;1;1;1;1;1;1;1;1;1
betrayals;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
bruise;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
caustic;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
chaff;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
clique;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
conflicted;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
contemptuous;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
cringe;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
deformed;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
delinquency;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
disarm;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
downbeat;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
engulf;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
exhausts;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
feeble;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
foolhardy;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
hurtful;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
incivility;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
incongruous;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
infuriating;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
irrecoverable;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
menace;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
mists;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
nagging;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
neurotic;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
nonexistent;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
oblique;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
ramshackle;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
rants;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
repress;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
retract;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
scum;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
unreliability;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
blissful;1;1;1;1;1;1;1;1;1;1;1;1
elan;1;1;1;1;1;1;1;1;1;1;1;1
flashy;1;1;1;1;1;1;1;1;1;1;1;1
magnificently;1;1;1;1;1;1;1;1;1;1;1;1
nicest;1;1;1;1;1;1;1;1;1;1;1;1
rapport;1;1;1;1;1;1;1;1;1;1;1;1
redeeming;1;1;1;1;1;1;1;1;1;1;1;1
soundness;1;1;1;1;1;1;1;1;1;1;1;1
spirited;1;1;1;1;1;1;1;1;1;1;1;1
antagonize;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
belligerent;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
blasphemous;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
bloodthirsty;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
clueless;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
convoluted;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
deadweight;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
defamatory;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
disordered;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
enslave;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
fib;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
flak;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
hardliner;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
heretical;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
hustler;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
imperious;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
irrationally;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
itch;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
jarring;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
menacing;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
nepotism;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
pariah;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
prejudge;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
pretentious;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
reviled;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
rut;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
shrill;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
